date,url,rating,user,opinion
on 26 September 2017,/gp/customer-reviews/R2FIPQ8Z4GZ5D?ASIN=B01DDP7D6W,5.0,Ashish M.,Good produc
on 15 August 2018,/gp/customer-reviews/R3D9UIRTQA7HBQ?ASIN=B01DDP7D6W,3.0,Pradip Saha,Not a good product...camera is not good and sometime it is  hung
on 21 August 2018,/gp/customer-reviews/R1J83CV864DJVR?ASIN=B01DDP7D6W,5.0,Amit Jadhav,amazon is best site for online shooing for smart phonevery nice phone right time delivery amazon mani love samsung phone
on 24 October 2017,/gp/customer-reviews/R32BECSOQEEH7I?ASIN=B01DDP7D6W,4.0,Bibhudatta Sahoo,Good budget phone. Only problem I have faced till now is slow processing. Words appear late even few seconds after my typing..
date,url,rating,user,opinion
on 9 October 2017,/gp/customer-reviews/R1XHDUW2HPONTU?ASIN=B01DDP7D6W,5.0,Shabbirth,A very nice phone in its class. Faster than some other brand phones that claim to have 3 GB ram memory. Touch response is very good. Nice battery standby. Tough body with slim and beautiful looks...overall 4.5 out of 5
on 20 April 2018,/gp/customer-reviews/R21HVA9CX5GD8H?ASIN=B01DDP7D6W,1.0,Pradeep k.,Don't buy this mobile....wrost mobile ever...i was buy before 3 months for my frnd..this mobile is hanggeg everytime..no game to play this mobile...wrost wrost wrost ever......
on 2 September 2018,/gp/customer-reviews/RNJ14PGAH6LLP?ASIN=B01DDP7D6W,4.0,ujjalendu chakrabarti,"Product is good, specially camera is very good. But sound quality of speaker is always very very bad...sound cracks."
on 16 September 2017,/gp/customer-reviews/R16DBBLXSY82LT?ASIN=B01DDP7D6W,5.0,Supratik Halder,good item and fast delivery
on 23 May 2017,/gp/customer-reviews/RRJBXMYK0YNQO?ASIN=B01DDP7D6W,5.0,DEV,Awesome phonePhoto quality is supperb
on 1 August 2017,/gp/customer-reviews/R3QMET45GU0UJF?ASIN=B01DDP7D6W,3.0,Vishal Ghosh,All are good...but network signal is quite weak...
on 14 October 2017,/gp/customer-reviews/R1TBV3E9DU0GE8?ASIN=B01DDP7D6W,1.0,Sonu Vishwakarma,Your service is very poor I had a mobile purchase 1 week ago and it was a roof to return due to some malfunction but my problem was not resolved.
on 20 January 2017,/gp/customer-reviews/R2TQOCDSOIACOZ?ASIN=B01DDP7D6W,3.0,Manoj,Plus:Good displayFonts stylesDecent cameraMinus:Cheap quality back cover.may break .Low sound of ringtone and notificationSlow charging with 1a charger
on 25 September 2017,/gp/customer-reviews/R3IUSTPC5PB3PB?ASIN=B01DDP7D6W,5.0,Vinita Sangar,I gifted it my father on his bday.. and he is very happy.. the phn has not hanged ever since we bot it back in may
on 20 October 2016,/gp/customer-reviews/R2SBJ7EW9PH8V0?ASIN=B01DDP7D6W,5.0,Amit Gupta,"PERFECT !!!!! AWESOME phone at this price,never hangs,never heats up,looks awesome..The camera is stunning"
date,url,rating,user,opinion
on 27 January 2018,/gp/customer-reviews/R24TLFQRIDX9GM?ASIN=B01DDP7D6W,5.0,satyapriya pradhan,Good mob of Samsung and it also contain 2 & micro SD card solt differently.so its best in range of 7 k.....
on 26 March 2018,/gp/customer-reviews/R2L68K9NVHDZ3D?ASIN=B01DDP7D6W,1.0,Amol Bagade,today I received the handset but there was no headphone inside. so please take care while buying
on 15 March 2018,/gp/customer-reviews/R3NZH1HZPLYNVM?ASIN=B01DDP7D6W,2.0,nirmal,Very much upset about the product because no earphones was there when I open the mobile box....feed up with this...
on 22 July 2017,/gp/customer-reviews/R1Q9Z37233493X?ASIN=B01DDP7D6W,4.0,Satya Sudhakar rasamsetti,Camera quality not good
on 7 February 2018,/gp/customer-reviews/R27TPFR82FV5FU?ASIN=B01DDP7D6W,5.0,Arivalagan Perumal,Superb phone but internal storage is lesser
on 14 February 2018,/gp/customer-reviews/R2UJQOX3309MYS?ASIN=B01DDP7D6W,4.0,RANA KARMAKAR,Everything is awesome except camera quality ...its not expecting from samsung ..there is very much noise in picture..the Amazon trans. Also not provide me headphone..but give $300cashback...thats awesome..
on 10 March 2018,/gp/customer-reviews/R20F6HND6DQ12L?ASIN=B01DDP7D6W,5.0,Amazon Customer,It's a very nice gadget what forms the money
on 15 January 2018,/gp/customer-reviews/RGDZNQ9CAZZAS?ASIN=B01DDP7D6W,5.0,Amazon Customer,I like the performance of this mobile. I purchased it it 7500/-
on 17 March 2018,/gp/customer-reviews/R27S9KXUJI5N1H?ASIN=B01DDP7D6W,5.0,Amazon Customer,This mobile is very good but headphone missing my packet.
on 17 April 2018,/gp/customer-reviews/R36KQAIO9NRX7B?ASIN=B01DDP7D6W,5.0,CHANDRAMOHAN A,"I like this phone. But, I have to charge the battery daily even with limited numbers of apps."
date,url,rating,user,opinion
on 4 June 2018,/gp/customer-reviews/R2XSHJJFF3NM21?ASIN=B01DDP7D6W,4.0,Amazon Customer,My Mom love this Phone....
on 25 August 2017,/gp/customer-reviews/R2UUHEVQRH97ET?ASIN=B01DDP7D6W,5.0,JIGAR,Superb and good working this mobile and many features a valuable and work is so proparBut 1 question this phone is noghat7 update which month
on 13 June 2018,/gp/customer-reviews/R25BLH1YBOJ79L?ASIN=B01DDP7D6W,3.0,Vikram,It's a very good phone it is value for money although it is a good phone but it hangs sometime so if you are planning to buy a good phone under 9000 rupees then this phone will be best
on 11 November 2017,/gp/customer-reviews/RD42PFN4HG1UU?ASIN=B01DDP7D6W,5.0,Dominic,"Good Product, value for price and quality"
on 30 January 2018,/gp/customer-reviews/RHCC6B44QDBYH?ASIN=B01DDP7D6W,1.0,Shipra,The device is working very slowly... I need to double tab every each key to go through further. Disappointing performance.
on 29 October 2017,/gp/customer-reviews/R2XWD9EA48LYBH?ASIN=B01DDP7D6W,3.0,sekhar behera,Camera very poor quality
on 22 September 2017,/gp/customer-reviews/R2HVP2ZZ20PG1D?ASIN=B01DDP7D6W,5.0,MALAY BHATTACHARYYA,"Nice,picture quality is not so good,still considering the price a good phone"
on 8 November 2017,/gp/customer-reviews/R1DCQY2F4M1OYY?ASIN=B01DDP7D6W,4.0,Amazon Customer,Performance satisfactory given the specifications
on 2 November 2017,/gp/customer-reviews/R31EYUG94MZ1T3?ASIN=B01DDP7D6W,1.0,Sandeep Sharma,I have received defective phone and I sent it back. I have made order again and I have received again defective phone. So think before buy it. Amazon is defective phone seller. Disgusting...!
on 5 May 2018,/gp/customer-reviews/RZ379A3VAPJHJ?ASIN=B01DDP7D6W,5.0,Gourav Sharma,"I am using it with my jio number . working fine .good phone in this price . sometimes network signals shows just one dot ,but still it works like a charm.  I recommend all to buy ."
date,url,rating,user,opinion
on 21 October 2017,/gp/customer-reviews/R208TKSM2VXPSK?ASIN=B01DDP7D6W,3.0,MarkieJenna,I would be grateful if this product could be replaced as the phone does not have a flashlight and keeps hanging at regular intervals
on 18 June 2018,/gp/customer-reviews/R37R5L79ST2UI2?ASIN=B01DDP7D6W,4.0,DHARMESH KEWAT,Good product in price segment.
on 31 October 2017,/gp/customer-reviews/R1HK0017JP7GX9?ASIN=B01DDP7D6W,5.0,Ashish Arora,Nice phone for an average user with amazing battery backup
on 8 November 2017,/gp/customer-reviews/R10RDSAUFORXX?ASIN=B01DDP7D6W,1.0,Xiaomi,Very Poor...low quality performance and high battery drainage an also high heating problem...Plzz see for other smartphone...
on 28 December 2017,/gp/customer-reviews/R20UWAHEWDNO3U?ASIN=B01DDP7D6W,5.0,Virashwar suryawanshi,Osm
on 14 November 2017,/gp/customer-reviews/R1IZ82LNGBY8GW?ASIN=B01DDP7D6W,3.0,Gouranga Ch. Paul,In this price bracket Samsung on 7 pro is not bad. But it should have been a little better.
on 20 September 2017,/gp/customer-reviews/R60FK73KEUIFH?ASIN=B01DDP7D6W,3.0,Amazon Customer,Good features but a little outdated phoneGreat delivery and fast also
on 2 December 2017,/gp/customer-reviews/R2ZSY4OEQ9155P?ASIN=B01DDP7D6W,2.0,Amazon Customer,Once I got in some other circle on tour this phone  says get yourself  registered this is  unacceptable  for a mobile phone
on 9 August 2017,/gp/customer-reviews/RJM4O6IWYG6AK?ASIN=B01DDP7D6W,5.0,Sj,Good phone with reasonable price with good specifications. Go for it. A typical Samsung . :-)
on 9 October 2017,/gp/customer-reviews/RASBCP3HPNL30?ASIN=B01DDP7D6W,3.0,lalit kanjani,Display is prity impressive.... Sound quality is average... Camera is better.... At last quite ok phone.... And yes m satisfied by Samsung....
date,url,rating,user,opinion
on 22 February 2018,/gp/customer-reviews/RI270KZCCHC2Y?ASIN=B01DDP7D6W,5.0,Kindle Customer,Great Product and Delivery on Time. Mobile is really owsm. Buy this product from this link below:https://www.amazon.in/gp/product/B01DDP7D6W/ref=oh_aui_detailpage_o01_s00?ie=UTF8&psc=1
on 14 October 2017,/gp/customer-reviews/R6JR8WNP9PDWB?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Phone is good in this price range,  No heating issue if we use for normal use. But battery backup is less , it will last for 1 day ."
on 21 July 2017,/gp/customer-reviews/R25IWGPPINDPSW?ASIN=B01DDP7D6W,4.0,Amazon Customer,"THIS IS GOOD CELL BUT ONE PROPERTY IS NOT PRESENT IN THIS CELL I.E, VOICE CALL RECORDING"
on 13 March 2018,/gp/customer-reviews/R2JV9CDBQ67B0Q?ASIN=B01DDP7D6W,5.0,Ramaswamy Reddy,Good product..... more than a year i used it .... no issues
on 1 May 2018,/gp/customer-reviews/R1TMH1YRDVTRLE?ASIN=B01DDP7D6W,1.0,Archana L,Not at all happy with this purchase. No notification lights in this model. Battery draining fast. Wont recommend this product
on 13 February 2018,/gp/customer-reviews/R1M1BY4771HS58?ASIN=B01DDP7D6W,1.0,Dhrumee Palan,The phone is only days old and the battery takes 5 hrs to charge. Amazon is asking to install some diagnostic app first before accepting return. Waste of time. DO NOT BUY!
on 17 July 2017,/gp/customer-reviews/R3MSKQFVS1H0U6?ASIN=B01DDP7D6W,1.0,Amazon Customer,its bad experiences. mobile have recharging problem. I would like to return this product
on 26 January 2017,/gp/customer-reviews/R16R2INW1LKD66?ASIN=B01DDP7D6W,5.0,udit kumar biswas,"really really  very very good  product  by  samsung  &  very  good  delivery  by  seller ,  i am  very  happy  with  this  product  !!!  thank  u  all  amazon /  samsung /  seller ( STPL )  !!!!!"
on 14 October 2017,/gp/customer-reviews/R337VLKW8FK5XB?ASIN=B01DDP7D6W,3.0,Mordhvaj Meena ,Charging very slow. It takes 4 to 5 hours for full charging. Other features are upto mark.Mordhvaj 8124148318
on 30 August 2017,/gp/customer-reviews/RMWP8FIG25YZ8?ASIN=B01DDP7D6W,3.0,Amazon Customer,Good product but sometimes screen was hanged and blinked...
date,url,rating,user,opinion
on 8 September 2018,/gp/customer-reviews/R2J19CJ5F3JNW5?ASIN=B01DDP7D6W,2.0,Amazon Customer,I’m not at all satisfied with the product. 3 months of purchase and the touch is not working properly. It hangs a lot.
on 21 October 2017,/gp/customer-reviews/ROVF43M8XQA4J?ASIN=B01DDP7D6W,4.0,Rahul kashyap,Satisfied with products but touch is not so good as compared to J7 or J7 prime
on 5 February 2018,/gp/customer-reviews/R3DSNDAIV6D599?ASIN=B01DDP7D6W,5.0,Basil Abraham,Worthy phone in the market.
on 28 July 2018,/gp/customer-reviews/REMUH7KAUI2CB?ASIN=B01DDP7D6W,3.0,mahshook rahman,excellent
on 15 September 2018,/gp/customer-reviews/R2UJ33F2PF27OH?ASIN=B01DDP7D6W,2.0,Sushil Kumar Pandey,Product is ok and working fine but it stops charging with own charger. I can't expect a branded new phone or charger can have fault like this.
on 17 March 2018,/gp/customer-reviews/R2VA6BX8QJEQ1C?ASIN=B01DDP7D6W,5.0,appu,Seriously super budget phone..but don't have a earphone... delivery of the time as per date before I got it..
on 24 June 2018,/gp/customer-reviews/R2G2A8JQJ0AVJJ?ASIN=B01DDP7D6W,2.0,AJAY KUMAR GHOSH,"When I searched for 5g phones,I got this phone in result by google, but after purchasing this phone,I came to know that this handset is only 3g and 4g supported not 5g."
on 14 January 2018,/gp/customer-reviews/R3Q5G853IS0APL?ASIN=B01DDP7D6W,1.0,lepao,Not good ph...don't buy ..U wil regrt... very bad camera...slow internt browsing..( poor network frequency chips/antenna)
on 27 March 2018,/gp/customer-reviews/R16LJSFCV9FVO4?ASIN=B01DDP7D6W,1.0,Sujith V.,Poor phone. Don't buy this. It's hanging a lot and takes time to open each application. Also when I approached return on the very next day of delivery Amazon saying return is only for defects.
on 4 September 2018,/gp/customer-reviews/R2FBT30GDPGUUT?ASIN=B01DDP7D6W,5.0,AJAYSURYA ALLADI,"worth on price(body material is too delicate).so, protection cover(flip cover) and Tampered glass is mandatory."
date,url,rating,user,opinion
on 7 November 2017,/gp/customer-reviews/R1EEOHTACTXEDO?ASIN=B01DDP7D6W,4.0,Amazon Customer,Nice ph in this range.  Happy to get this ph.  Nice screen..  Nice batry..
on 8 July 2018,/gp/customer-reviews/R26JSOPA9979IQ?ASIN=B01DDP7D6W,5.0,ROBIN ARORA,# Best phone in india# Best phone in india# Best phone in india# Best phone in india
on 28 December 2017,/gp/customer-reviews/R150Z1LOS6SYC1?ASIN=B01DDP7D6W,3.0,Amazon Customer,"Product is Ok, Display Quality not so good but Ok, But Amazon Service very fast, Next day delevery thanks to Amazon"
on 21 September 2018,/gp/customer-reviews/R1USG8CO8QZ4EW?ASIN=B01DDP7D6W,3.0,K V Ramdas,Built up quality ok..display could have been better. Sound quality worst..Over all better options available in market at this price...not to opt for this model
on 1 August 2017,/gp/customer-reviews/RCP2XLNYZNIQP?ASIN=B01DDP7D6W,5.0,Uday Rai,Awesome set. Couldn't find a better phone in this range. Best alternative for Xiaomi Redmi 4 16 GB.
on 23 October 2016,/gp/customer-reviews/RP0BSOM7WBL3R?ASIN=B01DDP7D6W,5.0,swati saxena,Ph is too gud.....configurations are amazing. Worth buying it.
on 21 April 2018,/gp/customer-reviews/R12IIIU2G0DJ81?ASIN=B01DDP7D6W,4.0,Amazon Customer,Bought on behalf of my bro. He complained about issues with signal reception.
on 10 October 2017,/gp/customer-reviews/R6L7EIQ763D7M?ASIN=B01DDP7D6W,4.0,varun kumar,Overall nice phone at this range with good camera and features. But the speaker sound is very low for media and ringtone.
on 8 November 2017,/gp/customer-reviews/R1NYC6FQ995INR?ASIN=B01DDP7D6W,3.0,Krushna C Sethi,Dual SIM available  1 is 4g and 2 is 2g network  not support two sims  4g. Otherwise  phone is good
on 8 June 2018,/gp/customer-reviews/R11T19KGNBKN9J?ASIN=B01DDP7D6W,3.0,KD,16GB internal space instead of 32GB
date,url,rating,user,opinion
on 30 August 2017,/gp/customer-reviews/R2OUKO23Q411OF?ASIN=B01DDP7D6W,5.0,Amit Garg,Very good product. Firmware upgrades are done periodically. Value for money
on 13 August 2017,/gp/customer-reviews/R2W2FA2WPMEMAI?ASIN=B01DDP7D6W,1.0,gaurav anand,redmi 4 is better than this ..camera is not good ..speed of the phone is not good..and the main issue is battery backup...
on 9 February 2018,/gp/customer-reviews/R3IIO7WG0SOM15?ASIN=B01DDP7D6W,5.0,Amazon Customer,The Samsung on 7 is most loving phone in my life
on 16 April 2018,/gp/customer-reviews/RG1EIXMSQ3YJW?ASIN=B01DDP7D6W,1.0,sudhanshu,Too bad a choice considering the price point it is being sold at.Have a look at MI phones instead which are VFM
on 9 August 2018,/gp/customer-reviews/R208VHKFVT28LC?ASIN=B01DDP7D6W,5.0,Dhiren Dave,NO WORD
on 15 September 2018,/gp/customer-reviews/R1C0Y048RVALV0?ASIN=B01DDP7D6W,1.0,Richard,Worst product.... after 15 days microphone stopped  working.... seller not provided warranty card....dont know how to claim warranty.... don't buy.... waste of money i
on 18 June 2017,/gp/customer-reviews/R2BUTWKXVI2VL0?ASIN=B01DDP7D6W,5.0,Talla Rambabu,Good
on 28 August 2018,/gp/customer-reviews/R3G48RO55BX1JC?ASIN=B01DDP7D6W,4.0,Yogesh Raja,"Samsung should work on their lower models too...Like picture quality, sound & RAM"
on 12 October 2017,/gp/customer-reviews/R29BN8H51TZ4KF?ASIN=B01DDP7D6W,3.0,Hemant kumar,When I receive  this product it's packing is good but there is a problem in the product it doesn't accept /show memory card.....
on 26 May 2018,/gp/customer-reviews/RO9LY1XGXE5ZY?ASIN=B01DDP7D6W,4.0,Shamsher Singh Thakur,Good item
date,url,rating,user,opinion
on 31 December 2017,/gp/customer-reviews/R3CIRDVV28LS5W?ASIN=B01DDP7D6W,4.0,Vijay Manocha,Good in all aspects.....
on 23 July 2018,/gp/customer-reviews/R1PZAZ3FUTQVQH?ASIN=B01DDP7D6W,5.0,v.Dinesh,nice product got it on prime day
on 21 December 2017,/gp/customer-reviews/R2QVHKW4CYI3QV?ASIN=B01DDP7D6W,5.0,Mukesh,Good.
on 16 October 2017,/gp/customer-reviews/R3O7EWIYBP3J1X?ASIN=B01DDP7D6W,4.0,amazon buyer,its a great phone in this range..camera quality is goodphone doesn't hangs if u keep updating the softwareallover its goood
on 23 May 2017,/gp/customer-reviews/R7V1C4L70DJYF?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Worth for money.. No hanging problem,  no heating problem"
on 6 July 2018,/gp/customer-reviews/R3REJ7FVA9XGPN?ASIN=B01DDP7D6W,5.0,NIRANJAN S.,Within my budget I got a good phone. Thanks
on 11 October 2017,/gp/customer-reviews/R7JLBN9LNDONY?ASIN=B01DDP7D6W,5.0,Rohan,2GB RAM best mobile in SamsungOn pro7 is FabulousGive tuff fight to oppo & Vivo in below 10k range
on 14 February 2017,/gp/customer-reviews/R1ONQVQ7LMM8T?ASIN=B01DDP7D6W,5.0,Prakhar Srivastava,Very nice product from Samsung No problen till now you must have to buy because its look is too good.
